size width length distance label
0.0141 0.0751 0.2614 2.103 1.0
0.0436 0.0947 0.3204 2.155 1.0
0.0145 0.0744 0.2224 1.794 1.0
0.09 0.1039 0.3568 1.889 1.0
0.0269 0.0816 0.2307 1.724 1.0
0.3884 0.12 0.3516 1.352 1.0
0.1293 0.1027 0.3049 1.617 1.0
0.0015 0.0505 0.1625 2.291 1.0
0.0007 0.038 0.1206 2.25 1.0
0.3923 0.1259 0.4289 1.479 1.0
0.6541 0.1418 0.3892 1.202 1.0
0.0841 0.1001 0.3136 1.771 1.0
0.0011 0.0595 0.0673 1.998 1.0
0.0132 0.0836 0.1855 1.845 1.0
0.0067 0.0698 0.1607 1.857 1.0
0.0006 0.0557 0.0646 1.978 1.0
0.0307 0.0887 0.2097 1.772 1.0
0.0408 0.0917 0.2552 1.94 1.0
0.0168 0.083 0.2766 2.347 1.0
0.287 0.1178 0.3313 1.494 1.0
0.05 0.0921 0.2592 1.8 1.0
0.0891 0.1061 0.3545 1.965 1.0
0.0003 0.0247 0.0648 2.349 1.0
0.0014 0.0626 0.1137 1.92 1.0
0.3387 0.1184 0.4022 1.49 1.0
0.0196 0.0814 0.2443 2.009 1.0
0.0797 0.1003 0.3131 1.862 1.0
0.0025 0.0572 0.1936 2.463 1.0
0.0006 0.0376 0.0981 2.283 1.0
0.0018 0.0634 0.1239 2.016 1.0
0.093 0.0998 0.2937 1.63 1.0
0.0007 0.0494 0.1129 2.457 1.0
0.3726 0.1189 0.3766 1.393 1.0
0.0207 0.0876 0.2727 2.038 1.0
0.2347 0.123 0.4265 1.716 1.0
0.0064 0.0735 0.2427 2.312 1.0
0.0046 0.0685 0.1797 1.977 1.0
0.284 0.1197 0.3566 1.481 1.0
0.3042 0.1185 0.3204 1.456 1.0
0.0034 0.0663 0.1664 2.599 1.0
0.0306 0.0923 0.2828 2.235 1.0
0.0032 0.067 0.1288 1.904 1.0
0.1441 0.1125 0.284 1.632 1.0
0.2402 0.1211 0.3892 1.647 1.0
0.2777 0.1208 0.3814 1.577 1.0
0.1284 0.1053 0.3288 1.629 1.0
0.0145 0.0763 0.2203 1.862 1.0
0.0201 0.0823 0.2794 2.029 1.0
0.001 0.0564 0.1067 1.998 1.0
0.0039 0.0767 0.1731 1.886 1.0
0.0866 0.1038 0.3091 1.745 1.0
0.0233 0.0824 0.2436 1.776 1.0
0.0179 0.0894 0.2886 2.245 1.0
0.0149 0.1343 0.2246 1.745 1.0
0.0282 0.0907 0.3023 2.128 1.0
0.0186 0.09 0.3004 2.282 1.0
0.0039 0.064 0.1834 2.083 1.0
0.1895 0.1126 0.3307 1.441 1.0
0.0016 0.0619 0.1078 1.948 1.0
0.0032 0.0609 0.2081 2.353 1.0
0.0286 0.132 0.2234 1.707 1.0
0.0635 0.0917 0.2766 1.663 1.0
0.0006 0.0368 0.0783 1.953 1.0
0.028 0.0851 0.23 1.93 1.0
0.0008 0.063 0.1119 2.042 1.0
0.0009 0.0452 0.1027 1.948 1.0
0.0077 0.0703 0.2494 2.34 1.0
0.003 0.0605 0.1619 2.079 1.0
0.0649 0.0977 0.281 1.821 1.0
0.0036 0.0639 0.1549 1.946 1.0
0.0043 0.0627 0.219 2.416 1.0
0.0053 0.0681 0.2211 2.426 1.0
0.012 0.0819 0.2252 1.982 1.0
0.0047 0.0715 0.1543 1.861 1.0
0.0037 0.0615 0.1578 1.98 1.0
0.1125 0.1017 0.2913 1.571 1.0
0.0384 0.0957 0.3435 2.137 1.0
0.0054 0.0702 0.1658 1.849 1.0
0.0273 0.09 0.3191 2.179 1.0
0.0039 0.0642 0.1723 2.308 1.0
0.0671 0.1027 0.3268 2.119 1.0
0.0734 0.0968 0.2565 1.814 1.0
0.004 0.0632 0.164 2.015 1.0
0.0021 0.0535 0.1734 2.366 1.0
0.0051 0.0714 0.2006 2.268 1.0
0.0009 0.0568 0.0948 1.993 1.0
0.024 0.0864 0.2651 2.23 1.0
0.0433 0.0978 0.3416 1.995 1.0
0.012 0.0746 0.2271 1.748 1.0
0.0024 0.0651 0.1645 1.857 1.0
0.0029 0.0571 0.2031 2.205 1.0
0.0087 0.0733 0.31 2.302 1.0
0.1169 0.1165 0.2986 1.594 1.0
0.0044 0.0627 0.2238 1.959 1.0
0.0008 0.0514 0.0931 1.996 1.0
0.0063 0.0677 0.1795 1.838 1.0
0.029 0.0901 0.3155 2.141 1.0
0.0307 0.0864 0.2318 1.774 1.0
0.0164 0.0867 0.204 1.787 1.0
0.2613 0.1203 0.347 1.524 1.0
0.0579 0.0945 0.2679 1.752 1.0
0.0253 0.0868 0.2572 1.976 1.0
0.5585 0.1297 0.4208 1.443 1.0
0.5589 0.1333 0.4651 1.51 1.0
0.0953 0.1028 0.2552 1.668 1.0
0.0225 0.0837 0.2157 1.837 1.0
0.0051 0.0704 0.1746 2.154 1.0
0.0007 0.0424 0.0932 2.368 1.0
0.0011 0.0453 0.159 2.072 1.0
0.0011 0.0527 0.1174 2.072 1.0
0.001 0.0633 0.0763 1.959 1.0
0.0272 0.0957 0.2943 2.173 1.0
0.0993 0.11 0.3521 1.955 1.0
0.0037 0.0659 0.1919 2.347 1.0
0.0282 0.0888 0.2849 2.123 1.0
0.3971 0.122 0.3382 1.373 1.0
0.0063 0.0719 0.1613 1.89 1.0
0.0002 0.0278 0.041 2.028 1.0
0.1298 0.1114 0.3683 1.87 1.0
0.2279 0.117 0.3827 1.645 1.0
0.098 0.1025 0.2649 1.655 1.0
0.4497 0.122 0.3464 1.35 1.0
0.0029 0.0621 0.1856 2.453 1.0
0.1704 0.1155 0.3842 1.816 1.0
0.0799 0.1012 0.3281 1.936 1.0
0.0036 0.0775 0.1271 1.934 1.0
0.0335 0.0869 0.2312 1.992 1.0
0.0173 0.0815 0.2185 2.168 1.0
0.0122 0.0742 0.158 1.848 1.0
0.0515 0.0935 0.2232 1.795 1.0
0.02 0.0778 0.2684 2.373 1.0
0.0041 0.0602 0.1315 2.091 1.0
0.0029 0.0708 0.1266 1.918 1.0
0.0083 0.0738 0.1754 1.838 1.0
0.1044 0.1098 0.3386 1.801 1.0
0.0022 0.0676 0.112 1.94 1.0
0.2108 0.1154 0.3461 1.546 1.0
0.0375 0.0898 0.232 1.747 1.0
0.0378 0.091 0.2908 2.019 1.0
0.3514 0.1154 0.3445 1.398 1.0
0.2404 0.1123 0.3441 1.48 1.0
0.0017 0.0582 0.139 2.116 1.0
0.0978 0.1002 0.3268 1.762 1.0
0.0245 0.0819 0.249 1.943 1.0
0.0261 0.0827 0.2385 1.723 1.0
0.0137 0.0775 0.2226 1.763 1.0
0.0201 0.0836 0.228 1.799 1.0
0.0066 0.0688 0.2799 2.281 1.0
0.0144 0.0791 0.2414 1.887 1.0
0.1913 0.1122 0.3867 1.703 1.0
0.0051 0.0723 0.2285 2.05 1.0
0.0127 0.0743 0.2114 1.799 1.0
0.301 0.1223 0.3408 1.411 1.0
0.0197 0.0811 0.2482 1.922 1.0
0.0017 0.0588 0.1537 2.099 1.0
0.0007 0.045 0.1906 2.405 1.0
0.0012 0.0491 0.1316 2.432 1.0
0.0115 0.0738 0.212 1.796 1.0
0.0022 0.062 0.1914 2.278 1.0
0.0095 0.0692 0.2338 1.963 1.0
0.0044 0.0707 0.1845 1.874 1.0
0.0018 0.0663 0.1282 1.895 1.0
0.0067 0.0719 0.2213 2.062 1.0
0.0087 0.0745 0.2075 1.953 1.0
0.0232 0.0842 0.2502 1.807 1.0
0.0127 0.1179 0.3751 2.041 1.0
0.1314 0.1409 0.3947 1.664 1.0
0.0057 0.1591 0.4248 1.565 1.0
0.0416 0.1114 0.3936 2.047 1.0
0.0015 0.1025 0.4876 1.395 1.0
0.1301 0.1286 0.3192 1.577 1.0
0.0045 0.0766 0.1819 1.862 1.0
0.0434 0.1098 0.385 2.033 1.0
0.4176 0.1429 0.4067 1.34 1.0
0.0058 0.0683 0.1788 1.909 1.0
0.0282 0.0906 0.2333 1.709 1.0
0.0105 0.0747 0.2028 1.942 1.0
0.0312 0.0905 0.2377 1.703 1.0
0.0093 0.0882 0.1872 1.906 1.0
0.0076 0.071 0.2211 1.996 1.0
0.0909 0.1125 0.3606 1.872 1.0
0.0501 0.1062 0.3398 2.011 1.0
0.2801 0.1169 0.3428 1.395 1.0
0.0228 0.0824 0.2543 1.822 1.0
0.0014 0.0575 0.144 2.292 1.0
0.0121 0.0765 0.1902 1.8 1.0
0.0026 0.058 0.1682 2.046 1.0
0.0306 0.0932 0.3266 2.103 1.0
0.0034 0.0628 0.2476 2.355 1.0
0.0013 0.0525 0.1351 2.104 1.0
0.0045 0.0692 0.1651 2.055 1.0
0.0021 0.0597 0.1217 1.941 1.0
0.0143 0.0871 0.1755 2.047 1.0
0.0568 0.1125 0.3117 2.294 1.0
0.0004 0.0344 0.0581 2.193 1.0
0.002 0.0559 0.2036 2.285 1.0
0.0648 0.098 0.3376 1.878 1.0
0.1856 0.1131 0.3785 1.637 1.0
0.0913 0.101 0.3319 1.75 1.0
0.0049 0.0641 0.2674 2.297 1.0
0.0038 0.0648 0.2239 2.162 1.0
0.0084 0.074 0.2192 1.819 1.0
0.0208 0.0834 0.3432 2.216 1.0
0.0294 0.0898 0.3211 2.172 1.0
0.0008 0.0502 0.119 2.427 1.0
0.0152 0.0911 0.1875 1.88 1.0
0.0009 0.0484 0.0837 1.968 1.0
0.0036 0.0715 0.1313 1.926 1.0
0.0006 0.0574 0.0838 2.145 1.0
0.0006 0.0512 0.062 2.027 1.0
0.0558 0.1066 0.286 2.099 1.0
0.0017 0.063 0.1521 2.319 1.0
0.1249 0.1138 0.2904 1.601 1.0
0.0363 0.0952 0.3037 2.012 1.0
0.0009 0.0597 0.1055 2.091 1.0
0.0005 0.0428 0.0878 2.063 1.0
0.0963 0.1023 0.2825 1.633 1.0
0.0631 0.1054 0.3635 2.015 1.0
0.0115 0.078 0.1892 1.834 1.0
0.0019 0.0602 0.1324 2.091 1.0
0.0102 0.0746 0.2214 2.188 1.0
0.053 0.0961 0.2606 1.934 1.0
0.183 0.1142 0.3009 1.655 1.0
0.5202 0.1409 0.3777 1.472 1.0
0.1257 0.1147 0.3555 1.98 1.0
0.146 0.1091 0.2672 1.624 1.0
0.0739 0.1058 0.3715 1.945 1.0
0.6195 0.1284 0.5008 1.325 1.0
0.0031 0.0634 0.1634 2.078 1.0
0.0369 0.1118 0.2608 1.809 1.0
0.0016 0.0548 0.2702 2.093 1.0
0.0063 0.0701 0.2098 2.034 1.0
0.0017 0.0644 0.1111 2.023 1.0
0.0026 0.0648 0.1324 2.126 1.0
0.0915 0.1016 0.2752 1.685 1.0
0.164 0.1049 0.2915 1.556 1.0
0.0277 0.087 0.2425 1.838 1.0
0.0026 0.0745 0.122 1.974 1.0
0.0176 0.0769 0.2314 1.979 1.0
0.0026 0.0607 0.1216 1.912 1.0
0.0738 0.0927 0.2627 1.657 1.0
0.0832 0.0957 0.2522 1.662 1.0
0.0454 0.0909 0.2613 1.829 1.0
0.1056 0.1006 0.3389 1.799 1.0
0.0007 0.0554 0.1103 2.144 1.0
0.0311 0.0842 0.2404 1.817 1.0
0.0978 0.1017 0.2861 1.658 1.0
0.0027 0.0599 0.1323 1.986 1.0
0.0033 0.0661 0.1637 1.956 1.0
0.0007 0.0487 0.0775 2.451 1.0
0.0082 0.0745 0.2666 2.321 1.0
0.006 0.0703 0.248 2.439 1.0
0.0051 0.0685 0.218 2.451 1.0
0.1834 0.1148 0.3808 1.704 1.0
0.0024 0.0639 0.1531 2.536 1.0
0.0175 0.081 0.218 1.983 1.0
0.0712 0.0968 0.2424 1.669 1.0
0.0034 0.0623 0.1236 2.037 1.0
0.0027 0.0604 0.1477 2.538 1.0
0.0028 0.0631 0.1167 1.919 1.0
0.378 0.1294 0.3437 1.458 1.0
0.0071 0.0764 0.1746 2.079 1.0
0.004 0.0654 0.1587 1.927 1.0
0.0106 0.0762 0.2524 2.231 1.0
0.0153 0.0771 0.1995 1.893 1.0
0.1437 0.1089 0.3128 1.701 1.0
0.0763 0.0996 0.3048 1.833 1.0
0.0238 0.0889 0.2863 2.358 1.0
0.0082 0.0752 0.2368 2.469 1.0
0.0696 0.1081 0.3137 2.128 1.0
0.006 0.0708 0.1579 1.978 1.0
0.0377 0.0932 0.2593 2.169 1.0
0.0079 0.082 0.1512 1.915 1.0
0.3476 0.1235 0.4235 1.549 1.0
0.0014 0.0564 0.1216 1.96 1.0
0.0008 0.0468 0.0922 2.462 1.0
0.0056 0.0682 0.1662 2.022 1.0
0.0111 0.0795 0.2682 2.238 1.0
0.0017 0.063 0.1779 2.125 1.0
0.0153 0.072 0.218 1.762 1.0
0.0631 0.0962 0.3046 1.799 1.0
0.0445 0.0939 0.2942 1.89 1.0
0.2602 0.1187 0.3326 1.459 1.0
0.0035 0.0652 0.2093 2.435 1.0
0.0025 0.0522 0.1382 1.877 1.0
0.0031 0.0616 0.2289 2.425 1.0
0.0604 0.098 0.3155 1.875 1.0
0.0311 0.0894 0.2268 1.748 1.0
0.0433 0.0927 0.2563 1.741 1.0
0.0126 0.0818 0.1956 1.962 1.0
0.1119 0.127 0.3524 1.691 1.0
0.0149 0.0784 0.284 2.302 1.0
0.04 0.0946 0.2496 1.777 1.0
0.0086 0.0754 0.2149 2.109 1.0
0.0059 0.0729 0.2045 2.226 1.0
0.021 0.091 0.2847 2.27 1.0
0.0002 0.0315 0.0508 2.207 1.0
0.0072 0.0715 0.1826 1.93 1.0
0.0333 0.0841 0.2282 1.715 1.0
0.1925 0.1148 0.3419 1.604 1.0
0.5181 0.1248 0.3815 1.301 1.0
0.0064 0.0692 0.1773 1.909 1.0
0.0581 0.0958 0.3073 1.859 1.0
0.0511 0.1008 0.3476 2.128 1.0
0.0058 0.0704 0.2002 2.198 1.0
0.024 0.0869 0.3152 2.257 1.0
0.0017 0.0665 0.1038 2.202 1.0
0.0052 0.0787 0.2063 2.459 1.0
0.0693 0.1147 0.3493 2.138 1.0
0.0042 0.0752 0.1846 2.071 1.0
0.0108 0.0965 0.2621 2.345 1.0
0.0482 0.1153 0.2994 2.056 1.0
0.0004 0.0317 0.0725 2.363 1.0
0.346 0.1208 0.3298 1.441 1.0
0.3872 0.1216 0.3588 1.451 1.0
0.0218 0.0793 0.2101 1.799 1.0
0.0006 0.0455 0.1324 1.945 1.0
0.0535 0.0956 0.3186 1.997 1.0
0.0104 0.0746 0.2026 1.794 1.0
0.0059 0.0705 0.1821 1.816 1.0
0.0039 0.0682 0.2034 2.016 1.0
0.0144 0.0815 0.2132 1.844 1.0
0.0047 0.0681 0.1577 2.026 1.0
0.0018 0.0526 0.1185 2.223 1.0
0.0903 0.0989 0.2752 1.72 1.0
0.0505 0.0933 0.2821 1.952 1.0
0.0023 0.0554 0.117 1.911 1.0
0.1574 0.1083 0.2882 1.575 1.0
0.0125 0.0769 0.1769 1.839 1.0
0.0241 0.0853 0.2811 2.216 1.0
0.0014 0.0615 0.1533 1.999 1.0
0.0258 0.0941 0.2404 2.172 1.0
0.0784 0.1021 0.2204 1.732 1.0
0.0157 0.0842 0.1618 1.964 1.0
0.0287 0.0926 0.214 2.091 1.0
0.0055 0.0754 0.139 2.087 1.0
0.0113 0.0754 0.1739 1.889 1.0
0.041 0.0955 0.2407 1.945 1.0
0.0006 0.0482 0.1538 2.583 1.0
0.0018 0.0577 0.1535 2.544 1.0
0.027 0.0874 0.1922 1.859 1.0
0.0955 0.1001 0.2693 1.79 1.0
0.1178 0.1119 0.3222 1.907 1.0
0.0853 0.0977 0.2411 1.721 1.0
0.1497 0.1087 0.3709 1.695 1.0
0.1961 0.108 0.3239 1.519 1.0
0.0082 0.0685 0.1817 1.897 1.0
0.0112 0.0783 0.2487 2.142 1.0
0.0162 0.0752 0.1998 1.781 1.0
0.0035 0.0624 0.1629 1.932 1.0
0.0176 0.0823 0.2698 2.141 1.0
0.0041 0.0578 0.1736 1.888 1.0
0.1134 0.1021 0.2993 1.617 1.0
0.0037 0.0568 0.1754 1.925 1.0
0.0318 0.0873 0.223 1.764 1.0
0.0511 0.0967 0.2398 1.718 1.0
0.0283 0.0924 0.3261 2.247 1.0
0.0588 0.0931 0.2417 1.701 1.0
0.0027 0.0652 0.1534 2.091 1.0
0.0165 0.0762 0.2092 1.833 1.0
0.0055 0.0784 0.1628 1.897 1.0
0.1147 0.11 0.326 1.821 1.0
0.0017 0.0565 0.12 2.015 1.0
0.193 0.1168 0.3814 1.796 1.0
0.312 0.1194 0.3169 1.517 1.0
0.0022 0.0648 0.1032 1.949 1.0
0.0302 0.09 0.2359 1.945 1.0
0.0618 0.0954 0.235 1.766 1.0
0.0037 0.0652 0.1553 2.259 1.0
0.0003 0.0367 0.0557 2.01 1.0
0.0007 0.0422 0.1012 2.684 1.0
0.0009 0.055 0.0923 2.399 1.0
0.1145 0.1058 0.2914 1.732 1.0
0.0031 0.0587 0.2022 2.561 1.0
0.057 0.0984 0.2462 1.815 1.0
0.0618 0.1036 0.2876 1.882 1.0
0.0595 0.0985 0.2749 1.874 1.0
0.3986 0.1154 0.3569 1.338 1.0
0.0841 0.1005 0.3287 1.812 1.0
0.0032 0.0682 0.1281 1.984 1.0
0.4988 0.1226 0.3998 1.326 1.0
0.0007 0.0379 0.1202 1.934 1.0
0.0002 0.0361 0.042 2.023 1.0
0.0087 0.0694 0.1891 1.882 1.0
0.1371 0.1046 0.3214 1.607 1.0
0.0213 0.0846 0.2772 2.071 1.0
0.002 0.073 0.1256 1.991 1.0
0.009 0.0746 0.1831 1.809 1.0
0.0646 0.1049 0.3621 2.087 1.0
0.0029 0.0594 0.1584 1.949 1.0
0.041 0.0963 0.3193 2.085 1.0
0.0017 0.0575 0.119 2.025 1.0
0.007 0.0775 0.205 2.113 1.0
0.0068 0.0671 0.1607 1.85 1.0
0.0043 0.0689 0.1636 2.142 1.0
0.1001 0.1066 0.3465 1.797 1.0
0.3133 0.1179 0.3411 1.357 1.0
0.4577 0.1234 0.4398 1.359 1.0
0.1175 0.1075 0.3821 1.821 1.0
0.1028 0.1019 0.3392 1.731 1.0
0.0929 0.1017 0.2485 1.68 1.0
0.1093 0.1043 0.265 1.697 1.0
0.0012 0.0543 0.0999 2.125 1.0
0.0048 0.0702 0.1955 2.554 1.0
0.0329 0.0882 0.2157 1.897 1.0
0.0006 0.0343 0.1026 2.145 1.0
0.0044 0.0686 0.1413 1.913 1.0
0.003 0.0601 0.1633 2.193 1.0
0.0087 0.0751 0.1778 2.027 1.0
0.0757 0.0938 0.2419 1.711 1.0
0.0006 0.0488 0.0848 2.263 1.0
0.0017 0.0578 0.1751 2.535 1.0
0.0029 0.0669 0.1461 1.873 1.0
0.1159 0.1141 0.272 1.664 1.0
0.0003 0.0475 0.0567 1.972 1.0
0.0005 0.0453 0.0695 2.025 1.0
0.0076 0.088 0.1631 1.87 1.0
0.0121 0.0764 0.2464 2.169 1.0
0.0078 0.0749 0.1579 1.848 1.0
0.0007 0.0438 0.1965 2.246 1.0
0.0048 0.0613 0.1829 2.071 1.0
0.0048 0.0742 0.1421 1.879 1.0
0.0823 0.1038 0.2545 1.71 1.0
0.3513 0.1285 0.3844 1.612 1.0
0.0003 0.0319 0.0744 2.41 1.0
0.0271 0.0887 0.2547 2.192 1.0
0.3649 0.1261 0.3138 1.484 1.0
0.0068 0.0666 0.1556 2.127 1.0
0.0082 0.073 0.1536 1.866 1.0
0.0008 0.0523 0.0965 2.574 1.0
0.0357 0.0919 0.2113 1.915 1.0
0.0019 0.0599 0.0889 1.978 1.0
0.0592 0.0983 0.2533 1.905 1.0
0.0279 0.085 0.2167 1.796 1.0
0.4682 0.1236 0.3493 1.28 1.0
0.3043 0.1154 0.3502 1.439 1.0
0.0475 0.0968 0.269 1.815 1.0
0.4107 0.1258 0.3957 1.418 1.0
0.0235 0.082 0.2074 1.76 1.0
0.03 0.0898 0.3011 2.186 1.0
0.0102 0.0698 0.1944 1.829 1.0
0.0065 0.0692 0.211 2.124 1.0
0.0017 0.0734 0.0905 2.019 1.0
0.0276 0.1015 0.2832 2.262 1.0
0.007 0.0839 0.2204 2.382 1.0
0.0741 0.1185 0.2436 1.776 1.0
0.0069 0.0875 0.1669 2.117 1.0
0.0027 0.0577 0.2238 2.195 1.0
0.2265 0.1233 0.3683 1.489 1.0
0.0019 0.0567 0.1614 1.863 1.0
0.0047 0.0737 0.1799 1.944 1.0
0.0172 0.0837 0.3105 2.079 1.0
0.0148 0.0783 0.2259 1.739 1.0
0.0871 0.1068 0.3929 1.796 1.0
0.001 0.0604 0.1188 2.061 1.0
0.2445 0.1211 0.4447 1.619 1.0
0.0574 0.0906 0.242 1.72 1.0
0.0007 0.0484 0.0918 2.403 1.0
0.1163 0.0993 0.2815 1.626 1.0
0.0074 0.0728 0.1564 1.911 1.0
0.0008 0.0633 0.0973 2.054 1.0
0.0145 0.0768 0.2426 2.105 1.0
0.0002 0.0 0.0381 2.133 1.0
0.0193 0.08 0.2357 1.982 1.0
0.0203 0.0756 0.203 1.817 1.0
0.0059 0.0643 0.1707 1.939 1.0
0.0011 0.0572 0.0812 2.058 1.0
0.0021 0.061 0.1333 2.123 1.0
0.0079 0.0856 0.1421 1.902 1.0
0.0011 0.0497 0.0861 1.953 1.0
0.0365 0.0909 0.29 2.021 1.0
0.0028 0.0607 0.1498 2.087 1.0
0.0962 0.1012 0.2728 1.625 1.0
0.3502 0.1242 0.3988 1.545 1.0
0.0445 0.0896 0.2805 1.886 1.0
0.1594 0.1074 0.3071 1.607 1.0
0.0486 0.0978 0.3358 2.185 1.0
0.0036 0.0702 0.1632 1.952 1.0
0.1935 0.1103 0.2972 1.539 1.0
0.0425 0.0885 0.2346 1.741 1.0
0.0654 0.1029 0.3297 2.056 1.0
0.0021 0.0651 0.1035 1.935 1.0
0.0012 0.0634 0.0994 1.945 1.0
0.0025 0.0681 0.1216 1.942 1.0
0.2588 0.1431 0.4054 2.013 1.0
0.0296 0.1105 0.2283 2.013 1.0
0.0021 0.0635 0.1447 2.349 1.0
0.0072 0.0703 0.2696 2.382 1.0
0.0192 0.0787 0.2424 1.923 1.0
0.0022 0.0502 0.1888 1.982 1.0
0.0349 0.0884 0.2324 1.733 1.0
0.0069 0.0727 0.1845 1.955 1.0
0.1889 0.1229 0.3452 1.598 1.0
0.0008 0.0633 0.118 1.96 1.0
0.0137 0.0774 0.2942 2.304 1.0
0.0019 0.064 0.1777 2.486 1.0
0.0004 0.0329 0.0859 1.946 1.0
0.0011 0.0607 0.0712 1.962 1.0
0.002 0.0636 0.1483 2.389 1.0
0.0024 0.0677 0.139 1.908 1.0
0.0038 0.0613 0.2028 2.38 1.0
0.0035 0.0611 0.1505 1.98 1.0
0.1719 0.1104 0.308 1.582 1.0
0.0439 0.0965 0.2919 1.844 1.0
0.0005 0.0343 0.0603 2.139 1.0
0.0277 0.0919 0.3177 2.164 1.0
0.0052 0.0678 0.1924 2.089 1.0
0.0306 0.088 0.2573 1.825 1.0
0.0167 0.075 0.2007 1.783 1.0
0.0119 0.078 0.2849 2.311 1.0
0.0025 0.0659 0.1543 1.994 1.0
0.1447 0.1108 0.2851 1.618 1.0
0.007 0.0744 0.2233 2.23 1.0
0.0021 0.061 0.1308 2.088 1.0
0.0072 0.0707 0.1764 1.916 1.0
0.0024 0.0621 0.1733 2.449 1.0
0.0175 0.0768 0.2101 2.012 1.0
0.005 0.0713 0.1967 2.384 1.0
0.0007 0.0468 0.0872 2.269 1.0
0.0004 0.0401 0.0896 2.337 1.0
0.1514 0.1171 0.3311 1.753 1.0
0.0145 0.0837 0.225 2.093 1.0
0.0203 0.0897 0.2825 2.317 1.0
0.0439 0.0995 0.2331 1.87 1.0
0.0108 0.0789 0.1759 1.975 1.0
0.003 0.0648 0.1165 2.231 1.0
0.001 0.0561 0.0897 1.963 1.0
0.0007 0.0431 0.1448 2.209 1.0
0.1774 0.1187 0.3883 1.761 1.0
0.0573 0.1034 0.352 2.116 1.0
0.15 0.1062 0.2919 1.563 1.0
0.0147 0.078 0.2572 2.158 1.0
0.009 0.0718 0.2198 2.019 1.0
0.0566 0.0993 0.3362 2.077 1.0
0.2264 0.1119 0.3412 1.516 1.0
0.0028 0.0642 0.1567 1.822 1.0
0.0007 0.0465 0.119 2.168 1.0
0.0258 0.086 0.3149 1.867 1.0
0.0207 0.0913 0.3642 2.169 1.0
0.0006 0.0456 0.0941 1.962 1.0
0.0029 0.0599 0.2944 2.23 1.0
0.0005 0.038 0.0945 1.926 1.0
0.0267 0.0828 0.236 1.692 1.0
0.0103 0.0785 0.2544 2.065 1.0
0.0101 0.0771 0.1914 1.819 1.0
0.0092 0.0742 0.2062 1.928 1.0
0.0017 0.0574 0.1278 1.907 1.0
0.0104 0.0727 0.2492 2.011 1.0
0.1067 0.1056 0.3204 1.654 1.0
0.1019 0.1028 0.3318 1.688 1.0
0.0006 0.0539 0.0827 1.943 1.0
0.0175 0.0845 0.2394 1.873 1.0
0.0022 0.055 0.1374 1.871 1.0
0.0006 0.0474 0.1038 1.934 1.0
0.0375 0.0936 0.2734 1.804 1.0
0.0022 0.0666 0.1264 2.053 1.0
0.016 0.0816 0.233 1.822 1.0
0.006 0.0757 0.1283 2.061 1.0
0.0005 0.0309 0.0523 2.23 1.0
0.0083 0.0755 0.1439 2.015 1.0
0.0327 0.0966 0.2688 2.393 1.0
0.0006 0.042 0.1017 2.204 1.0
0.2999 0.1353 0.2681 1.67 1.0
0.0139 0.0887 0.1512 1.911 1.0
0.0526 0.0954 0.2553 1.881 1.0
0.3781 0.1286 0.364 1.596 1.0
0.0016 0.058 0.1407 2.447 1.0
0.0054 0.0679 0.1721 2.167 1.0
0.0572 0.1004 0.2989 2.055 1.0
0.0045 0.0707 0.1515 1.937 1.0
0.1336 0.1156 0.3771 2.082 1.0
0.071 0.1034 0.2536 1.801 1.0
0.1867 0.115 0.3262 1.558 1.0
0.0155 0.077 0.2604 2.122 1.0
0.0513 0.0942 0.2926 1.808 1.0
0.162 0.111 0.4073 1.778 1.0
0.0683 0.0983 0.3078 1.82 1.0
0.0044 0.0673 0.171 1.856 1.0
0.0085 0.0746 0.1835 1.815 1.0
0.0067 0.0703 0.2283 2.074 1.0
0.2661 0.1172 0.3354 1.459 1.0
0.0011 0.0568 0.1175 1.911 1.0
0.2337 0.1149 0.2938 1.634 1.0
0.0024 0.0584 0.1063 1.951 1.0
0.0254 0.0873 0.1665 1.827 1.0
0.0037 0.0636 0.1156 1.908 1.0
0.001 0.0501 0.0962 2.725 1.0
0.0004 0.035 0.1061 2.544 1.0
0.0024 0.0633 0.1237 2.018 1.0
0.0005 0.046 0.0847 2.032 1.0
0.3366 0.1207 0.3368 1.475 1.0
0.0513 0.0953 0.3764 2.085 1.0
0.0182 0.0829 0.3352 2.187 1.0
0.0021 0.0642 0.1279 1.928 1.0
0.0047 0.0716 0.1934 1.812 1.0
0.0057 0.0717 0.2895 2.3 1.0
0.0018 0.054 0.148 1.865 1.0
0.1513 0.1111 0.398 1.82 1.0
0.3258 0.1188 0.3606 1.458 1.0
0.0672 0.093 0.265 1.642 1.0
0.0746 0.1029 0.3464 1.943 1.0
0.0032 0.0663 0.2189 2.217 1.0
0.0909 0.1027 0.352 1.845 1.0
0.0011 0.052 0.1409 2.181 1.0
0.0022 0.0645 0.1286 1.958 1.0
0.0136 0.0826 0.1701 1.835 1.0
0.0013 0.0555 0.0942 2.106 1.0
0.0011 0.0576 0.0966 1.935 1.0
0.0006 0.0419 0.1106 2.425 1.0
0.0002 0.0 0.039 2.024 1.0
0.0009 0.0511 0.1232 2.557 1.0
0.0025 0.0599 0.1627 2.002 1.0
0.0009 0.0456 0.0788 2.34 1.0
0.0022 0.0827 0.1555 1.874 1.0
0.0257 0.0875 0.2763 2.387 1.0
0.001 0.0567 0.1002 2.109 1.0
